"","Date","Open","High","Low","Close","Volume","Adj.Close","DayOfWeek","MonthOfYear","Year","CloseChange","PercentCloseChange"
"2",1985-04-16,1268.109985,1276.609985,1256.959961,1269.550049,9870000,1269.550049,"2---Tuesday","04","1985",2.77001999999993,0.218838971743639
"3",1985-04-17,1269.660034,1277.5,1263.469971,1272.310059,9120000,1272.310059,"3---Wednesday","04","1985",2.76000999999997,0.217572022654974
"4",1985-04-18,1278.819946,1281.910034,1260.819946,1265.130005,11170000,1265.130005,"4---Thursday","04","1985",-7.18005399999993,-0.56477599222708
"5",1985-04-19,1265.130005,1272.530029,1258.5,1266.560059,8740000,1266.560059,"5---Friday","04","1985",1.43005399999993,0.113125548348955
"6",1985-04-22,1269.77002,1273.630005,1257.619995,1266.560059,7080000,1266.560059,"1---Monday","04","1985",0,0
"7",1985-04-23,1265.349976,1282.910034,1261.150024,1278.709961,10790000,1278.709961,"2---Tuesday","04","1985",12.1499020000001,0.960041517871584
"8",1985-04-24,1279.48999,1286.439941,1269.880005,1278.48999,8510000,1278.48999,"3---Wednesday","04","1985",-0.219970999999987,-0.0172160354629956
"9",1985-04-25,1276.829956,1289.199951,1272.530029,1284.780029,9620000,1284.780029,"4---Thursday","04","1985",6.29003899999998,0.492374816964318
"10",1985-04-26,1286.219971,1290.300049,1270.540039,1275.180054,8930000,1275.180054,"5---Friday","04","1985",-9.59997500000009,-0.747789713435407
"11",1985-04-29,1272.859985,1277.939941,1257.400024,1259.719971,9200000,1259.719971,"1---Monday","04","1985",-15.4600829999999,-1.21333581949164
"12",1985-04-30,1256.73999,1266.22998,1245.800049,1258.060059,12390000,1258.060059,"2---Tuesday","04","1985",-1.65991200000008,-0.13187301689361
"13",1985-05-01,1257.180054,1262.810059,1239.069946,1242.050049,10050000,1242.050049,"3---Wednesday","05","1985",-16.01001,-1.27360740526081
"14",1985-05-02,1244.369995,1251.209961,1235.530029,1242.27002,9780000,1242.27002,"4---Thursday","05","1985",0.219970999999987,0.0177245873506256
"15",1985-05-03,1243.709961,1253.859985,1238.300049,1247.23999,8680000,1247.23999,"5---Friday","05","1985",4.9699700000001,0.400393944904921
"16",1985-05-06,1246.910034,1256.400024,1241.390015,1247.790039,7100000,1247.790039,"1---Monday","05","1985",0.550048999999944,0.0441366834970481
"17",1985-05-07,1248.22998,1261.369995,1243.150024,1252.75,9140000,1252.75,"2---Tuesday","05","1985",4.95996100000002,0.397818465407231
"18",1985-05-08,1248.670044,1258.939941,1239.51001,1249.780029,9710000,1249.780029,"3---Wednesday","05","1985",-2.96997099999999,-0.237265508288395
"19",1985-05-09,1251.880005,1265.569946,1246.579956,1260.27002,16290000,1260.27002,"4---Thursday","05","1985",10.4899909999999,0.840019119171862
"20",1985-05-10,1268.98999,1282.459961,1261.589966,1274.180054,16460000,1274.180054,"5---Friday","05","1985",13.910034,1.10461090783373
"21",1985-05-13,1277.609985,1283.569946,1268.77002,1277.5,7530000,1277.5,"1---Monday","05","1985",3.31994600000007,0.260760132831933
"22",1985-05-14,1281.469971,1288.650024,1267.670044,1273.300049,11580000,1273.300049,"2---Tuesday","05","1985",-4.19995100000006,-0.329020838229538
"23",1985-05-15,1271.199951,1283.569946,1265.459961,1273.52002,13980000,1273.52002,"3---Wednesday","05","1985",0.219970999999987,0.0172892392932688
"24",1985-05-16,1276.719971,1285.109985,1270.099976,1278.050049,10590000,1278.050049,"4---Thursday","05","1985",4.53002900000001,0.355988819727961
"25",1985-05-17,1276.829956,1295.829956,1271.420044,1285.339966,14230000,1285.339966,"5---Friday","05","1985",7.28991700000006,0.570840352397188
"26",1985-05-20,1298.949951,1310.369995,1292.22998,1304.880005,15320000,1304.880005,"1---Monday","05","1985",19.540039,1.52140706645268
"27",1985-05-21,1305,1316.079956,1297.48999,1309.699951,13230000,1309.699951,"2---Tuesday","05","1985",4.81994600000007,0.369661777273751
"28",1985-05-22,1305.219971,1308.920044,1294.349976,1303.76001,8670000,1303.76001,"3---Wednesday","05","1985",-5.93994100000009,-0.453881043967433
"29",1985-05-23,1301.75,1307.800049,1290.98999,1296.709961,8210000,1296.709961,"4---Thursday","05","1985",-7.05004899999994,-0.541162527701472
"30",1985-05-24,1295.469971,1305.670044,1291.109985,1301.969971,6680000,1301.969971,"5---Friday","05","1985",5.26000999999997,0.40595582023159
"31",1985-05-28,1305.329956,1312.839966,1293.22998,1301.52002,9210000,1301.52002,"2---Tuesday","05","1985",-0.449951000000056,-0.0345858098211289
"32",1985-05-29,1300.959961,1308.359985,1292.790039,1302.97998,8880000,1302.97998,"3---Wednesday","05","1985",1.45996000000014,0.112259709773644
"33",1985-05-30,1306.449951,1314.180054,1293.910034,1305.780029,14740000,1305.780029,"4---Thursday","05","1985",2.80004899999994,0.215060833731095
"34",1985-05-31,1302.76001,1320.790039,1298.719971,1315.410034,12190000,1315.410034,"5---Friday","05","1985",9.63000499999998,0.738055824427397
"35",1985-06-03,1321.23999,1325.040039,1304.209961,1310.930054,10830000,1310.930054,"1---Monday","06","1985",-4.47998000000007,-0.340835803449144
"36",1985-06-04,1310.599976,1321.23999,1304.439941,1315.300049,9450000,1315.300049,"2---Tuesday","06","1985",4.36999500000002,0.333605217061461
"37",1985-06-05,1320.560059,1331.77002,1312.609985,1320.560059,14320000,1320.560059,"3---Wednesday","06","1985",5.26000999999997,0.400213787103037
"38",1985-06-06,1317.199951,1330.530029,1311.939941,1327.280029,9770000,1327.280029,"4---Thursday","06","1985",6.7199700000001,0.509258366390135
